,Store,ds,yhat,y
11,254,2015-07-24,2721.896836339416,2454
12,254,2015-07-25,3640.335283251716,3757
13,254,2015-07-26,9.676232237816919,0
14,254,2015-07-27,4077.906092128075,4236
15,254,2015-07-28,3658.4440184124683,3757
16,254,2015-07-29,3593.0135021232377,3734
17,254,2015-07-30,3509.2803214159294,3565
18,254,2015-07-31,3929.349529392404,4239
0,255,2015-07-13,8635.582613782717,8060
1,255,2015-07-14,7678.142564937013,7674
2,255,2015-07-15,7730.612242021946,6309
3,255,2015-07-16,7540.912958201157,6574
4,255,2015-07-17,8152.858081204595,5808
5,255,2015-07-18,7175.810752750546,6379
6,255,2015-07-19,230.97278294657303,0
7,255,2015-07-20,6542.99893204766,5168
8,255,2015-07-21,5573.339049278436,4600
9,255,2015-07-22,5611.327836869432,4515
10,255,2015-07-23,5405.250896165146,4357
11,255,2015-07-24,5999.341426901567,5102
12,255,2015-07-25,7238.510487344352,6022
13,255,2015-07-26,258.8543667444618,0
14,255,2015-07-27,8812.969668423768,8363
15,255,2015-07-28,7826.397784118835,7969
16,255,2015-07-29,7848.462175150231,7179
17,255,2015-07-30,7627.91170222376,7510
18,255,2015-07-31,8209.399353775992,8711
0,256,2015-07-13,11842.933471267112,11075
1,256,2015-07-14,10536.536437887828,10559
2,256,2015-07-15,9721.54570001696,9188
3,256,2015-07-16,9663.525996360968,8826
4,256,2015-07-17,9639.915384161064,6563
5,256,2015-07-18,8516.161689395918,6393
6,256,2015-07-19,126.42956521088405,0
7,256,2015-07-20,8357.369541440392,7271
8,256,2015-07-21,7028.440820432966,6913
9,256,2015-07-22,6189.838839453986,5642
10,256,2015-07-23,6107.917733568915,6125
11,256,2015-07-24,6060.939300289099,5884
12,256,2015-07-25,8439.739038990554,4784
13,256,2015-07-26,48.05257531574637,0
14,256,2015-07-27,11752.315494061797,10768
15,256,2015-07-28,10407.188588699148,8955
16,256,2015-07-29,9556.665972710669,10851
17,256,2015-07-30,9467.601954742659,9677
18,256,2015-07-31,9418.625757188513,11536
0,257,2015-07-13,7025.336111276116,7098
1,257,2015-07-14,6226.895396927556,5669
2,257,2015-07-15,5841.948575760851,7444
3,257,2015-07-16,5854.314362920653,6093
4,257,2015-07-17,5786.994888466402,5562
5,257,2015-07-18,2947.1203330295775,3089
6,257,2015-07-19,0.0,0
7,257,2015-07-20,5610.925876062701,4805
8,257,2015-07-21,4808.378753631116,4412
9,257,2015-07-22,4421.568009427189,3938
10,257,2015-07-23,4434.44386131213,4303
11,257,2015-07-24,4370.100659951567,4104
12,257,2015-07-25,2789.7944173850565,2679
13,257,2015-07-26,0.0,0
14,257,2015-07-27,6726.2617257365155,5856
15,257,2015-07-28,5936.592812657006,5366
16,257,2015-07-29,5564.894753965666,5837
17,257,2015-07-30,5594.925463651977,5646
18,257,2015-07-31,5549.540896125439,6874
0,258,2015-07-13,7872.935846699172,8934
1,258,2015-07-14,6970.6640469604345,6963
2,258,2015-07-15,6825.786362525054,5706
3,258,2015-07-16,6909.526423550201,6152
4,258,2015-07-17,7530.042229638751,6021
5,258,2015-07-18,5316.910569883688,5043
6,258,2015-07-19,623.8663366258711,0
7,258,2015-07-20,6671.334551873559,6205
8,258,2015-07-21,5748.941866532263,4796
9,258,2015-07-22,5585.605028793516,4355
10,258,2015-07-23,5653.010293155609,5895
11,258,2015-07-24,6259.7122222736,6533
12,258,2015-07-25,5300.31465045048,4653
13,258,2015-07-26,600.1052980963436,0
14,258,2015-07-27,7906.5200150494065,7922
15,258,2015-07-28,6982.598945998231,6871
16,258,2015-07-29,6820.895564222809,6497
17,258,2015-07-30,6892.921722637816,6681
18,258,2015-07-31,7506.958856551984,6763
0,259,2015-07-13,14069.305768740065,12743
1,259,2015-07-14,13462.289323401,12364
2,259,2015-07-15,13359.298004071554,12997
3,259,2015-07-16,13881.102753856014,12933
4,259,2015-07-17,14005.423328561888,12774
5,259,2015-07-18,10093.958090019187,10146
6,259,2015-07-19,16027.416944254011,17075
7,259,2015-07-20,12654.646327802724,11728
8,259,2015-07-21,12022.94422164653,11729
9,259,2015-07-22,11895.849654489277,11050
10,259,2015-07-23,12394.842753041714,11283
11,259,2015-07-24,12498.306562695043,11711
12,259,2015-07-25,9937.53763093386,8958
13,259,2015-07-26,15856.073349942777,15998
14,259,2015-07-27,13843.662571618073,12708
15,259,2015-07-28,13204.64028901999,12503
16,259,2015-07-29,13074.22368319697,11963
17,259,2015-07-30,13573.967122229666,12178
18,259,2015-07-31,13682.205029982433,14096
0,260,2015-07-13,7630.0772075045825,7317
1,260,2015-07-14,6857.291334857077,6789
2,260,2015-07-15,6699.516968405775,7130
3,260,2015-07-16,6677.6360788196935,6366
4,260,2015-07-17,6686.106499117491,6416
5,260,2015-07-18,6557.294764122982,6317
6,260,2015-07-19,49.129735813604725,0
7,260,2015-07-20,6740.220487265758,6738
8,260,2015-07-21,5955.521864958437,5751
9,260,2015-07-22,5786.292410546173,5321
10,260,2015-07-23,5753.712163219999,5757
11,260,2015-07-24,5752.526947913464,5322
12,260,2015-07-25,6469.345993983999,5877
13,260,2015-07-26,0.0,0
14,260,2015-07-27,7495.070691813257,7154
15,260,2015-07-28,6707.43060722035,6530
16,260,2015-07-29,6537.348054503458,5532
17,260,2015-07-30,6506.092041400495,5873
18,260,2015-07-31,6508.447680859783,6849
0,261,2015-07-13,19653.264509198438,21015
1,261,2015-07-14,16470.908331194292,16100
2,261,2015-07-15,15694.015843005718,14920
3,261,2015-07-16,15754.298789690203,13748
4,261,2015-07-17,15541.33832313578,12734
5,261,2015-07-18,7977.124613298326,6840
6,261,2015-07-19,874.8973590642004,0
7,261,2015-07-20,12980.659597889167,10766
8,261,2015-07-21,9756.67113742063,8677
9,261,2015-07-22,8938.199741662502,8464
10,261,2015-07-23,8957.80729028542,9327
11,261,2015-07-24,8705.959462459885,8594
12,261,2015-07-25,7628.708890673347,6999
13,261,2015-07-26,517.3996424956449,0
14,261,2015-07-27,19056.849392620028,19183
15,261,2015-07-28,15802.9767973081,14900
16,261,2015-07-29,14960.511001951621,14225
17,261,2015-07-30,14962.599550154748,14051
18,261,2015-07-31,14700.16407051624,13470
0,262,2015-07-13,21334.54899124393,22257
1,262,2015-07-14,19579.363115509048,21455
2,262,2015-07-15,19525.555856654566,20977
3,262,2015-07-16,20562.597633364057,21595
4,262,2015-07-17,22114.162070232178,22986
5,262,2015-07-18,17258.9765797638,19042
6,262,2015-07-19,28145.807185159872,31665
7,262,2015-07-20,18972.831933066194,19169
8,262,2015-07-21,17185.525797726117,17836
9,262,2015-07-22,17091.771820750102,17663
10,262,2015-07-23,18082.317254071604,17513
11,262,2015-07-24,19582.344250591814,18985
12,262,2015-07-25,17242.869655355717,17118
13,262,2015-07-26,28073.319703973768,32547
14,262,2015-07-27,21415.036036873265,22185
15,262,2015-07-28,19574.133544593744,22442
16,262,2015-07-29,19431.058493176854,21041
17,262,2015-07-30,20378.376159562344,22253
18,262,2015-07-31,21842.932844154544,25774
0,263,2015-07-13,5102.969027971623,5553
1,263,2015-07-14,4719.222788561784,5274
2,263,2015-07-15,4658.795972574621,4041
3,263,2015-07-16,4512.699219064149,3778
4,263,2015-07-17,4902.067083947484,4387
5,263,2015-07-18,5535.16871529498,5110
6,263,2015-07-19,26.38925871533911,0
7,263,2015-07-20,4275.668550072315,4067
8,263,2015-07-21,3911.3971986706993,3370
9,263,2015-07-22,3868.9652705847893,3746
10,263,2015-07-23,3738.8931915254166,3748
11,263,2015-07-24,4141.857558286058,3940
12,263,2015-07-25,5739.586022162045,5611
13,263,2015-07-26,226.5260118474339,0
14,263,2015-07-27,5450.508471171487,4839
15,263,2015-07-28,5087.464910171955,4320
16,263,2015-07-29,5042.390363563713,4540
17,263,2015-07-30,4905.741717030546,4381
18,263,2015-07-31,5298.21798301006,5216
0,264,2015-07-13,10030.408992334376,10467
1,264,2015-07-14,8763.81342494197,8403
2,264,2015-07-15,8030.142708724425,8025
3,264,2015-07-16,7997.952472526684,7773
4,264,2015-07-17,7882.048402562706,7000
5,264,2015-07-18,5646.613195146345,5822
6,264,2015-07-19,0.0,0
7,264,2015-07-20,6571.127261103214,6384
8,264,2015-07-21,5372.706166907544,6017
9,264,2015-07-22,4712.601397161702,4495
10,264,2015-07-23,4757.55604832691,5124
11,264,2015-07-24,4720.547040594326,4748
12,264,2015-07-25,5661.858575507926,5127
13,264,2015-07-26,0.0,0
14,264,2015-07-27,9865.631721114107,9108
15,264,2015-07-28,8741.582641152527,8016
16,264,2015-07-29,8149.689233417812,7049
17,264,2015-07-30,8255.601905699128,7955
18,264,2015-07-31,8271.424936841133,8303
0,265,2015-07-13,8633.212686660505,8237
1,265,2015-07-14,7550.5142947173335,6667
2,265,2015-07-15,7234.599741785288,6345
3,265,2015-07-16,7146.265845272024,5869
4,265,2015-07-17,7144.521222773763,6037
5,265,2015-07-18,3526.25465394167,3015
6,265,2015-07-19,364.450925728064,0
7,265,2015-07-20,6213.251487097191,4522
8,265,2015-07-21,5117.120833252165,4593
9,265,2015-07-22,4787.057958756922,4314
10,265,2015-07-23,4684.091974867215,4729
11,265,2015-07-24,4667.481499349807,5078
12,265,2015-07-25,3538.632627658116,2502
13,265,2015-07-26,344.01565574544236,0
14,265,2015-07-27,8720.381578189053,9264
15,265,2015-07-28,7614.52021518943,6484
16,265,2015-07-29,7275.760056444416,5494
17,265,2015-07-30,7165.336083448926,6648
18,265,2015-07-31,7142.681391222993,7502
0,266,2015-07-13,5737.388458208085,5584
1,266,2015-07-14,5328.724352303036,5171
2,266,2015-07-15,4954.379930040318,5076
3,266,2015-07-16,5122.046485277161,4719
4,266,2015-07-17,4706.692035572878,3916
5,266,2015-07-18,2444.1053004682817,2374
6,266,2015-07-19,99.1604233659736,0
7,266,2015-07-20,4413.733782207318,4522
8,266,2015-07-21,3995.010485926464,3663
9,266,2015-07-22,3611.4526320925484,3407
10,266,2015-07-23,3771.0473264494453,3990
11,266,2015-07-24,3349.0341286851735,3716
12,266,2015-07-25,2368.062280953728,2298
13,266,2015-07-26,25.235915195989435,0
14,266,2015-07-27,5616.40054708901,5485
15,266,2015-07-28,5197.976766199955,4940
16,266,2015-07-29,4816.8703164061135,4876
17,266,2015-07-30,4981.056654239681,4602
18,266,2015-07-31,4565.705240557574,4779
0,267,2015-07-13,10268.538917855889,10660
1,267,2015-07-14,9011.201486711761,9301
2,267,2015-07-15,9092.471705521011,8997
3,267,2015-07-16,10802.582663579042,10803
4,267,2015-07-17,9861.22043192861,8369
5,267,2015-07-18,10999.012258284598,10226
6,267,2015-07-19,251.60172420357773,0
7,267,2015-07-20,7804.18172152529,9686
8,267,2015-07-21,6558.623629956093,7625
9,267,2015-07-22,6649.75791516335,6597
10,267,2015-07-23,8367.630278580904,9898
11,267,2015-07-24,7431.820100923194,7698
12,267,2015-07-25,11096.7802883281,11806
13,267,2015-07-26,372.2804051590853,0
14,267,2015-07-27,10413.573255152136,13544
15,267,2015-07-28,9162.929813437524,12138
16,267,2015-07-29,9247.321960393117,11502
17,267,2015-07-30,10957.065542033693,14475
18,267,2015-07-31,10012.03615943314,11326
0,268,2015-07-13,7128.721668602204,6310
1,268,2015-07-14,6416.055859459227,6013
2,268,2015-07-15,6659.945843240947,5553
3,268,2015-07-16,5952.160304128996,5487
4,268,2015-07-17,6328.474632888231,4733
5,268,2015-07-18,3889.197853264701,3237
6,268,2015-07-19,215.56009504950492,0
7,268,2015-07-20,5222.248526769548,4281
8,268,2015-07-21,4498.827568528886,3508
9,268,2015-07-22,4729.5152176202255,4099
10,268,2015-07-23,4006.4628850278114,3709
11,268,2015-07-24,4365.880288749286,3775
12,268,2015-07-25,3966.7587083416656,2924
13,268,2015-07-26,266.1823016167022,0
14,268,2015-07-27,7328.315395418967,6261
15,268,2015-07-28,6587.815633784925,3845
16,268,2015-07-29,6802.262107848749,5646
17,268,2015-07-30,6064.257286701253,5188
18,268,2015-07-31,6410.415459745212,7492
0,269,2015-07-13,13738.038817285438,11831
1,269,2015-07-14,11849.541097459181,8433
2,269,2015-07-15,11137.64579465472,10439
3,269,2015-07-16,10732.372638912002,8505
4,269,2015-07-17,10966.834807936804,6723
5,269,2015-07-18,7200.183339316957,5330
6,269,2015-07-19,0.0,0
7,269,2015-07-20,9501.06312249091,6923
8,269,2015-07-21,7588.272543776733,5575
9,269,2015-07-22,6849.989292894659,5996
10,269,2015-07-23,6417.150807745071,5791
11,269,2015-07-24,6623.830760920853,5944
12,269,2015-07-25,7178.787604152986,3693
13,269,2015-07-26,0.0,0
14,269,2015-07-27,13787.6690903548,11083
15,269,2015-07-28,11857.000078850322,9970
16,269,2015-07-29,11105.041759325186,7617
17,269,2015-07-30,10663.34520935946,8465
18,269,2015-07-31,10866.453544242746,12197
0,270,2015-07-13,13032.830689953757,12943
1,270,2015-07-14,11636.33518197952,11545
2,270,2015-07-15,11212.578407474613,10657
3,270,2015-07-16,11251.138994931083,10321
4,270,2015-07-17,11261.213910605109,9044
5,270,2015-07-18,9717.286344336027,8801
6,270,2015-07-19,0.0,0
7,270,2015-07-20,10489.069927432192,10682
8,270,2015-07-21,9085.723039109913,8593
9,270,2015-07-22,8656.346446228226,8787
10,270,2015-07-23,8690.797334052975,8649
11,270,2015-07-24,8698.527874540236,8210
12,270,2015-07-25,9640.389485190533,8716
13,270,2015-07-26,0.0,0
14,270,2015-07-27,12922.201243272888,11252
15,270,2015-07-28,11528.616095374633,10532
16,270,2015-07-29,11111.40132564525,9631
17,270,2015-07-30,11160.370050631569,9969
18,270,2015-07-31,11184.866070498607,11643
0,271,2015-07-13,12595.998958677937,13843
1,271,2015-07-14,11700.519886506145,13090
2,271,2015-07-15,10389.931113519573,10310
3,271,2015-07-16,10240.151094644956,9816
4,271,2015-07-17,9974.149330152391,7409
5,271,2015-07-18,3340.9428050948422,2075
6,271,2015-07-19,435.71903695849835,0
7,271,2015-07-20,8545.248566481903,7299
8,271,2015-07-21,7627.0206338172675,6369
9,271,2015-07-22,6293.667212762029,5457
10,271,2015-07-23,6121.822570997047,6329
11,271,2015-07-24,5835.176627869028,5726
12,271,2015-07-25,3160.7723771410033,2257
13,271,2015-07-26,259.2618094551981,0
14,271,2015-07-27,12286.491361312812,14516
15,271,2015-07-28,11354.767156566926,11629
16,271,2015-07-29,10012.24967761397,9625
17,271,2015-07-30,9835.881987132809,9447
18,271,2015-07-31,9549.537146290615,10104
0,272,2015-07-13,9698.384114651575,9800
1,272,2015-07-14,8548.40981364777,7549
2,272,2015-07-15,8035.966986863591,7713
3,272,2015-07-16,8157.331366286154,7656
4,272,2015-07-17,8169.058555134786,7428
5,272,2015-07-18,4039.740045734437,3586
6,272,2015-07-19,330.1937163882704,0
7,272,2015-07-20,6790.841095720343,5600
8,272,2015-07-21,5623.447788296968,5637
9,272,2015-07-22,5092.694766482454,4621
10,272,2015-07-23,5195.293829401998,4948
11,272,2015-07-24,5188.263687583102,5296
12,272,2015-07-25,3991.792802770118,3337
13,272,2015-07-26,259.6023590812439,0
14,272,2015-07-27,9666.996670779014,9811
15,272,2015-07-28,8486.695279177757,8156
16,272,2015-07-29,7945.280463173668,7127
17,272,2015-07-30,8039.799035326702,7819
18,272,2015-07-31,8027.538175966881,9109
0,273,2015-07-13,11832.829270610326,11512
1,273,2015-07-14,10234.676267230725,9032
2,273,2015-07-15,9837.914702726093,7957
3,273,2015-07-16,9656.464256904861,8665
4,273,2015-07-17,9782.886839640889,7545
5,273,2015-07-18,7096.013407875633,5541
6,273,2015-07-19,264.0572963907477,0
7,273,2015-07-20,8612.88775385356,7115
8,273,2015-07-21,6991.887949485631,5848
9,273,2015-07-22,6572.651416817261,5816
10,273,2015-07-23,6369.614106751094,6223
11,273,2015-07-24,6475.850752747046,5545
12,273,2015-07-25,7018.378421751017,5261
13,273,2015-07-26,145.85914315909463,0
14,273,2015-07-27,11774.903454293033,10257
15,273,2015-07-28,10147.729023228112,9292
16,273,2015-07-29,9725.76148195815,7641
17,273,2015-07-30,9523.656529592214,9699
18,273,2015-07-31,9634.623704441603,9189
0,274,2015-07-13,5278.515612215683,6605
1,274,2015-07-14,4816.220296963695,5930
2,274,2015-07-15,4785.336127681325,5752
3,274,2015-07-16,5136.436852250932,5931
4,274,2015-07-17,5485.465412622878,6017
5,274,2015-07-18,4439.549920546562,5087
6,274,2015-07-19,7494.952938474527,8095
7,274,2015-07-20,4794.488021189429,5502
8,274,2015-07-21,4328.132223450582,4925
9,274,2015-07-22,4292.926257962452,5377
10,274,2015-07-23,4639.573720704759,5725
11,274,2015-07-24,4984.176079200469,5912
12,274,2015-07-25,4323.237167574085,4789
13,274,2015-07-26,7375.1323321699365,7750
14,274,2015-07-27,5063.68841982043,5927
15,274,2015-07-28,4595.567355478126,5428
16,274,2015-07-29,4559.6242841816875,5505
17,274,2015-07-30,4906.751192423655,5625
18,274,2015-07-31,5253.215257565747,6975
0,275,2015-07-13,9467.596555661068,9472
1,275,2015-07-14,8447.064908012268,7742
2,275,2015-07-15,8264.877561575877,7278
3,275,2015-07-16,7710.866643137078,6191
4,275,2015-07-17,8774.84120748283,7116
5,275,2015-07-18,7746.4385904591345,7049
6,275,2015-07-19,636.0554682096653,0
7,275,2015-07-20,7543.905486869067,6148
8,275,2015-07-21,6494.459872982374,5310
9,275,2015-07-22,6278.873463299388,5050
10,275,2015-07-23,5687.649740518277,5543
11,275,2015-07-24,6711.347271838658,5383
12,275,2015-07-25,7898.932054479512,7279
13,275,2015-07-26,740.8828318997864,0
14,275,2015-07-27,9869.172968590578,9785
15,275,2015-07-28,8776.014090719524,8432
16,275,2015-07-29,8517.831323433975,7534
17,275,2015-07-30,7885.898232559078,6903
18,275,2015-07-31,8871.473981078365,8573
0,276,2015-07-13,5436.557468275843,4994
1,276,2015-07-14,5060.146011475784,4584
2,276,2015-07-15,4659.127710231652,4949
3,276,2015-07-16,4738.59096908373,4007
4,276,2015-07-17,4794.816193552428,4043
5,276,2015-07-18,2220.6968260035774,2000
6,276,2015-07-19,259.14242523125307,0
7,276,2015-07-20,4262.744976715416,3385
8,276,2015-07-21,3863.703736245105,3034
9,276,2015-07-22,3439.5019953050887,2609
10,276,2015-07-23,3495.7017382459653,3602
11,276,2015-07-24,3529.0775471528664,3256
12,276,2015-07-25,2103.3295408332115,1751
13,276,2015-07-26,128.67884466876956,0
14,276,2015-07-27,5271.519417664855,5015
15,276,2015-07-28,4855.304920796875,4718
16,276,2015-07-29,4416.701077488655,3944
17,276,2015-07-30,4461.633047768684,4283
18,276,2015-07-31,4487.1765586181955,5272
0,277,2015-07-13,8469.438198467178,8594
1,277,2015-07-14,7731.853658990956,8235
2,277,2015-07-15,7613.623979530571,6442
3,277,2015-07-16,7226.664293689701,5346
4,277,2015-07-17,8272.095695788617,6658
5,277,2015-07-18,5873.66500768582,4123
6,277,2015-07-19,553.9457441855538,0
7,277,2015-07-20,6689.195052049199,5223
8,277,2015-07-21,5933.255804117181,4537
9,277,2015-07-22,5793.115358731755,4844
10,277,2015-07-23,5381.214492938581,5195
11,277,2015-07-24,6399.264097888266,5658
12,277,2015-07-25,6044.571265672179,5494
13,277,2015-07-26,693.4181133775645,0
14,277,2015-07-27,8872.723929257168,9739
15,277,2015-07-28,8086.365610766428,7580
16,277,2015-07-29,7916.666238697038,6803
17,277,2015-07-30,7476.670044147236,8029
18,277,2015-07-31,8468.632863020917,9262
0,278,2015-07-13,10149.767449454868,10630
1,278,2015-07-14,8985.974804760284,8308
2,278,2015-07-15,8703.12251286676,8970
3,278,2015-07-16,8629.284233746128,9390
4,278,2015-07-17,8708.932433481074,7036
5,278,2015-07-18,5792.878448255372,5741
6,278,2015-07-19,337.8483687144115,0
7,278,2015-07-20,8271.148149843899,7569
8,278,2015-07-21,7106.973097250152,5640
9,278,2015-07-22,6824.269224442054,5299
10,278,2015-07-23,6751.130926063194,6398
11,278,2015-07-24,6832.030328240167,6178
12,278,2015-07-25,5915.9189606368545,4129
13,278,2015-07-26,454.03044350717835,0
14,278,2015-07-27,10402.476270140172,9397
15,278,2015-07-28,9242.234377991641,7558
16,278,2015-07-29,8963.663671368096,6748
17,278,2015-07-30,8894.720551683175,7580
18,278,2015-07-31,8979.720523347145,9966
0,279,2015-07-13,14849.80564316817,12565
1,279,2015-07-14,12372.906363095004,9723
2,279,2015-07-15,12165.293196296167,10707
3,279,2015-07-16,11804.839090450649,10603
4,279,2015-07-17,12784.953203896326,11147
5,279,2015-07-18,10650.433663028658,10483
6,279,2015-07-19,217.23597157689935,0
7,279,2015-07-20,9839.350295953693,9587
8,279,2015-07-21,7361.134380375135,7219
9,279,2015-07-22,7147.10890851503,6772
10,279,2015-07-23,6775.255137083256,8858
11,279,2015-07-24,7739.198138817454,8081
12,279,2015-07-25,10924.244410072984,9705
13,279,2015-07-26,453.3171064810395,0
14,279,2015-07-27,15416.295276250712,16715
15,279,2015-07-28,12909.727012863637,15183
16,279,2015-07-29,12664.9535466766,11336
17,279,2015-07-30,12260.599801964612,12275
18,279,2015-07-31,13190.95465258813,12709
0,280,2015-07-13,7918.0347879341625,8191
1,280,2015-07-14,6958.1536197653495,6309
2,280,2015-07-15,7067.760575081456,6443
3,280,2015-07-16,7310.8302194565495,7040
4,280,2015-07-17,7795.001766888605,7393
5,280,2015-07-18,6675.289413316597,6044
6,280,2015-07-19,579.3059030495986,0
7,280,2015-07-20,6699.230301538434,5696
8,280,2015-07-21,5717.645098008989,5409
9,280,2015-07-22,5799.948487897973,5285
10,280,2015-07-23,6010.5832081694,6102
11,280,2015-07-24,6457.776871038157,6108
12,280,2015-07-25,6820.0072171700485,6065
13,280,2015-07-26,681.0146175419386,0
14,280,2015-07-27,8276.268731085844,9207
15,280,2015-07-28,7247.2031158869995,7783
16,280,2015-07-29,7281.661782701587,7166
17,280,2015-07-30,7445.029755602638,7302
18,280,2015-07-31,7846.460874019082,8189
0,281,2015-07-13,7440.223844020027,7878
1,281,2015-07-14,6615.477927268416,6593
2,281,2015-07-15,6606.382343608303,6205
3,281,2015-07-16,6898.963234480604,6442
4,281,2015-07-17,7418.633263762245,7285
5,281,2015-07-18,6424.302377905425,6662
6,281,2015-07-19,245.52004686236268,0
7,281,2015-07-20,5990.448081590913,5142
8,281,2015-07-21,5167.273013511385,4119
9,281,2015-07-22,5159.128112220363,4380
10,281,2015-07-23,5452.112140079582,5148
11,281,2015-07-24,5971.7257575436215,5092
12,281,2015-07-25,6519.550241874028,5347
13,281,2015-07-26,339.68664234996055,0
14,281,2015-07-27,7626.969834137491,7809
15,281,2015-07-28,6802.946723966462,6000
16,281,2015-07-29,6793.983723788346,6607
17,281,2015-07-30,7086.249919538885,6846
18,281,2015-07-31,7605.295925922579,8053
0,282,2015-07-13,6430.985609040744,6451
1,282,2015-07-14,5835.149403775102,5569
2,282,2015-07-15,5560.061093680251,5105
3,282,2015-07-16,5664.427959639812,5736
4,282,2015-07-17,5377.879300347058,4482
5,282,2015-07-18,3440.0250886071017,2871
6,282,2015-07-19,0.0,0
7,282,2015-07-20,4931.127794219366,4117
8,282,2015-07-21,4333.126301822774,4130
9,282,2015-07-22,4057.287460739825,3659
10,282,2015-07-23,4162.412224489322,4242
11,282,2015-07-24,3878.1895123199506,3364
12,282,2015-07-25,3400.638277763882,2802
13,282,2015-07-26,0.0,0
14,282,2015-07-27,6372.704174200969,5421
15,282,2015-07-28,5785.343869839086,4808
16,282,2015-07-29,5521.448927447581,4145
17,282,2015-07-30,5639.657835082437,4739
18,282,2015-07-31,5369.4662976955215,4761
0,283,2015-07-13,9902.736670679365,11692
1,283,2015-07-14,9028.260725321006,8686
2,283,2015-07-15,8833.64453886121,7532
3,283,2015-07-16,8700.137898177178,10981
4,283,2015-07-17,9062.484368164287,6321
5,283,2015-07-18,8598.496139433271,7705
6,283,2015-07-19,607.9901112597829,0
7,283,2015-07-20,8314.87619059897,7111
8,283,2015-07-21,7427.637409460824,5986
9,283,2015-07-22,7218.021442888603,5599
10,283,2015-07-23,7067.530327738017,7864
11,283,2015-07-24,7411.191319327163,5834
12,283,2015-07-25,8753.47988723554,7995
13,283,2015-07-26,721.4001262955005,0
14,283,2015-07-27,10263.033821522864,9343
15,283,2015-07-28,9355.291552351877,8774
16,283,2015-07-29,9125.086075103934,7129
17,283,2015-07-30,8954.224977698064,9079
18,283,2015-07-31,9278.017716812983,9829
0,284,2015-07-13,7472.602285821592,7701
1,284,2015-07-14,6822.345725149175,6963
2,284,2015-07-15,6532.310890652712,6554
3,284,2015-07-16,6087.806959795328,5950
4,284,2015-07-17,6579.241180396508,5666
5,284,2015-07-18,6103.971652035318,5159
6,284,2015-07-19,415.7129242610683,0
7,284,2015-07-20,5365.675182306208,4997
8,284,2015-07-21,4713.847294235085,3983
9,284,2015-07-22,4419.341477918594,3564
10,284,2015-07-23,3967.472977538815,4259
11,284,2015-07-24,4448.716676341913,4549
12,284,2015-07-25,6255.275740904775,5458
13,284,2015-07-26,561.3180420636354,0
14,284,2015-07-27,7768.804616271018,8812
15,284,2015-07-28,7095.515781842251,7758
16,284,2015-07-29,6777.873406135209,6495
17,284,2015-07-30,6301.544072865907,6518
18,284,2015-07-31,6757.375928683576,6788
0,285,2015-07-13,6811.603000323748,7669
1,285,2015-07-14,6199.475103264458,6010
2,285,2015-07-15,6188.977138830423,6111
3,285,2015-07-16,5947.524740549535,5019
4,285,2015-07-17,6477.25214756163,5377
5,285,2015-07-18,6943.232325641353,6647
6,285,2015-07-19,272.8212233861345,0
7,285,2015-07-20,5515.019211925689,5837
8,285,2015-07-21,4878.229986946339,4623
9,285,2015-07-22,4840.449499222789,4332
10,285,2015-07-23,4569.710599612239,4960
11,285,2015-07-24,5068.822442486146,4531
12,285,2015-07-25,6916.773090196623,7024
13,285,2015-07-26,206.10022063050133,0
14,285,2015-07-27,6845.08785175535,6561
15,285,2015-07-28,6180.488470542777,5546
16,285,2015-07-29,6117.166562128386,5729
17,285,2015-07-30,5823.7851412626605,5459
18,285,2015-07-31,6303.711668797514,7052
0,286,2015-07-13,6413.2756756090785,6335
1,286,2015-07-14,5332.17253978191,4734
2,286,2015-07-15,4984.565841746612,4487
3,286,2015-07-16,4900.074360632468,4478
4,286,2015-07-17,5178.259483511638,4340
5,286,2015-07-18,1508.993732537799,1677
6,286,2015-07-19,116.91920533840823,0
7,286,2015-07-20,4362.050085306267,3476
8,286,2015-07-21,3270.030952636952,2764
9,286,2015-07-22,2911.8786758932542,2449
10,286,2015-07-23,2817.475150154334,3245
11,286,2015-07-24,3086.642402972004,3081
12,286,2015-07-25,1358.5167100557178,1438
13,286,2015-07-26,0.0,0
14,286,2015-07-27,6098.619270215308,6087
15,286,2015-07-28,4994.3258777417195,4654
16,286,2015-07-29,4625.870566975879,4340
17,286,2015-07-30,4523.269233688777,4192
18,286,2015-07-31,4786.440436006407,5093
0,287,2015-07-13,10470.674347787844,10456
1,287,2015-07-14,9376.563483968404,8742
2,287,2015-07-15,9211.779606130018,8219
3,287,2015-07-16,9080.075225671275,7610
4,287,2015-07-17,9702.26660515166,7881
5,287,2015-07-18,10135.237664173846,10073
6,287,2015-07-19,544.4108030519702,0
7,287,2015-07-20,8847.635101378564,7889
8,287,2015-07-21,7737.509706415939,6559
9,287,2015-07-22,7554.105031359697,6925
10,287,2015-07-23,7401.507482102133,7137
11,287,2015-07-24,8000.899630006504,7096
12,287,2015-07-25,10288.403224597309,9893
13,287,2015-07-26,665.026438853702,0
14,287,2015-07-27,10831.179168918867,10747
15,287,2015-07-28,9695.135154401678,9347
16,287,2015-07-29,9485.850280523578,9187
17,287,2015-07-30,9307.751116163332,9614
18,287,2015-07-31,9882.324163645126,9283
0,288,2015-07-13,7837.728799215933,8052
1,288,2015-07-14,6718.225135243813,5658
2,288,2015-07-15,6648.058995384081,6441
